ID,Gender,Age,Major,Sleep,Study,Social_Hours,Attendance,Attendance_Grade,P_CGPA,F_CGPA,CGPA_Diff,Trend,Efficiency,Top_15
ID00926,Male,23,Psychology,7.3,2.9,9,86.0,Normal,2.84,3.26,0.41999999999999993,Other,1.12,False
ID00927,Male,19,Mathematics,9.4,8.3,3,95.5,Excellent,3.52,3.89,0.3700000000000001,Other,0.47,True
ID00928,Male,24,Engineering,7.4,7.2,5,58.4,Danger,3.24,3.27,0.029999999999999805,Maintain,0.45,False
ID00929,Female,22,Mathematics,9.4,3.2,8,26.2,Danger,3.65,3.31,-0.33999999999999986,Other,1.03,False
ID00930,Male,24,Economics,8.6,10.9,4,89.3,Normal,3.36,3.8,0.43999999999999995,Other,0.35,False
ID00931,Male,19,Business,4.0,3.9,5,63.6,Danger,4.0,3.97,-0.029999999999999805,Maintain,1.02,True
ID00932,Female,23,Economics,8.3,5.0,4,81.8,Normal,3.19,3.65,0.45999999999999996,Other,0.73,False
ID00933,Female,23,Computer Science,6.1,4.2,13,80.5,Normal,3.21,3.49,0.28000000000000025,Other,0.83,False
ID00934,Male,22,Business,7.8,2.4,9,100.0,Excellent,3.26,3.59,0.33000000000000007,Other,1.5,False
ID00935,Male,22,Mathematics,6.9,3.7,9,91.0,Excellent,3.03,3.18,0.15000000000000036,Other,0.86,False
ID00936,Male,23,Mathematics,10.0,4.0,5,87.5,Normal,3.52,3.9,0.3799999999999999,Other,0.98,True
ID00937,Male,20,Economics,7.7,1.1,7,97.6,Excellent,3.22,3.31,0.08999999999999986,Maintain,3.01,False
ID00938,Female,24,Mathematics,7.9,4.8,5,90.5,Excellent,3.49,3.92,0.4299999999999997,Other,0.82,True
ID00939,Male,19,Mathematics,8.6,6.7,14,78.1,Normal,3.57,3.66,0.0900000000000003,Maintain,0.55,False
ID00940,Female,24,Psychology,4.8,1.9,8,100.0,Excellent,3.31,3.47,0.16000000000000014,Other,1.83,False
ID00941,Male,19,Computer Science,8.6,6.0,8,68.4,Danger,3.35,3.3,-0.050000000000000266,Maintain,0.55,False
ID00942,Female,20,Psychology,6.7,7.6,6,89.8,Normal,2.59,3.14,0.5500000000000003,Improve,0.41,False
ID00943,Female,21,Mathematics,6.0,0.3,6,61.8,Danger,2.82,2.73,-0.08999999999999986,Maintain,9.1,False
ID00944,Female,19,Engineering,8.2,3.7,7,88.1,Normal,3.52,3.73,0.20999999999999996,Other,1.01,False
ID00945,Male,24,Psychology,4.8,10.8,9,87.9,Normal,3.81,4.0,0.18999999999999995,Other,0.37,True
ID00946,Male,18,Mathematics,8.4,4.7,2,100.0,Excellent,2.13,2.29,0.16000000000000014,Other,0.49,False
ID00947,Male,23,Mathematics,6.8,1.0,12,61.5,Danger,2.82,2.73,-0.08999999999999986,Maintain,2.73,False
ID00948,Female,23,Computer Science,6.8,1.7,8,76.0,Normal,3.11,3.13,0.020000000000000018,Maintain,1.84,False
ID00949,Female,20,Economics,4.0,4.9,6,97.3,Excellent,2.66,2.9,0.23999999999999977,Other,0.59,False
ID00950,Female,19,Business,8.4,5.8,9,90.0,Normal,2.69,2.99,0.30000000000000027,Other,0.52,False
ID00951,Female,21,Psychology,7.4,4.2,14,87.7,Normal,3.34,3.57,0.22999999999999998,Other,0.85,False
ID00952,Female,19,Psychology,6.3,4.7,5,70.7,Danger,3.89,4.0,0.10999999999999988,Other,0.85,True
ID00953,Male,23,Psychology,5.6,4.3,3,76.1,Normal,2.08,1.89,-0.19000000000000017,Other,0.44,False
ID00954,Female,22,Mathematics,8.2,2.7,5,100.0,Excellent,3.01,3.2,0.1900000000000004,Other,1.19,False
ID00955,Male,18,Computer Science,7.5,4.3,12,84.2,Normal,3.33,3.58,0.25,Other,0.83,False
ID00956,Male,20,Mathematics,7.0,1.4,7,90.6,Excellent,3.49,3.59,0.09999999999999964,Maintain,2.56,False
ID00957,Male,22,Mathematics,5.5,3.3,3,83.3,Normal,3.26,3.31,0.050000000000000266,Maintain,1.0,False
ID00958,Male,24,Economics,7.5,5.6,11,67.3,Danger,3.98,4.0,0.020000000000000018,Maintain,0.71,True
ID00959,Male,21,Engineering,7.4,2.3,6,99.0,Excellent,3.11,3.52,0.41000000000000014,Other,1.53,False
ID00960,Female,22,Computer Science,9.0,3.5,9,92.5,Excellent,3.76,4.0,0.2400000000000002,Other,1.14,True
ID00961,Male,24,Psychology,5.2,4.5,4,100.0,Excellent,2.78,3.17,0.3900000000000001,Other,0.7,False
ID00962,Female,22,Business,5.9,10.5,6,69.8,Danger,3.13,3.25,0.1200000000000001,Other,0.31,False
ID00963,Male,21,Psychology,9.9,7.2,7,97.3,Excellent,2.49,2.83,0.33999999999999986,Other,0.39,False
ID00964,Male,22,Mathematics,7.3,1.3,10,65.3,Danger,3.55,3.42,-0.1299999999999999,Other,2.63,False
ID00965,Male,20,Computer Science,7.4,11.9,6,87.4,Normal,3.04,3.93,0.8900000000000001,Improve,0.33,True
ID00966,Male,23,Computer Science,8.4,8.7,6,99.6,Excellent,3.28,3.83,0.5500000000000003,Improve,0.44,False
ID00967,Female,19,Computer Science,9.7,4.6,8,53.9,Danger,2.94,2.62,-0.31999999999999984,Other,0.57,False
ID00968,Male,22,Engineering,5.3,6.5,9,81.9,Normal,3.39,3.69,0.2999999999999998,Other,0.57,False
ID00969,Female,20,Psychology,10.0,2.5,7,76.6,Normal,3.3,3.28,-0.020000000000000018,Maintain,1.31,False
ID00970,Male,19,Engineering,6.9,4.0,7,74.5,Danger,2.6,2.81,0.20999999999999996,Other,0.7,False
ID00971,Female,24,Economics,7.4,2.4,15,90.8,Excellent,2.63,2.91,0.28000000000000025,Other,1.21,False
ID00972,Female,19,Business,7.1,5.8,12,100.0,Excellent,3.09,3.35,0.26000000000000023,Other,0.58,False
ID00973,Female,24,Economics,9.2,13.9,4,83.0,Normal,3.43,4.0,0.5699999999999998,Improve,0.29,True
ID00974,Male,22,Mathematics,8.4,3.2,8,88.1,Normal,4.0,4.0,0.0,Maintain,1.25,True
ID00975,Male,20,Engineering,6.8,3.7,8,86.7,Normal,3.25,3.54,0.29000000000000004,Other,0.96,False
ID00976,Male,23,Engineering,5.3,4.1,8,85.0,Normal,3.6,3.91,0.31000000000000005,Other,0.95,True
ID00977,Female,22,Economics,6.6,3.3,7,68.7,Danger,2.29,2.31,0.020000000000000018,Maintain,0.7,False
ID00978,Male,24,Mathematics,5.0,5.6,4,100.0,Excellent,4.0,4.0,0.0,Maintain,0.71,True
ID00979,Male,21,Computer Science,8.3,7.5,8,89.4,Normal,3.4,3.75,0.3500000000000001,Other,0.5,False
ID00980,Female,19,Mathematics,6.0,2.8,7,90.9,Excellent,3.08,3.35,0.27,Other,1.2,False
ID00981,Male,22,Psychology,6.8,4.0,6,72.9,Danger,3.02,2.9,-0.1200000000000001,Other,0.72,False
ID00982,Female,24,Economics,8.8,6.0,7,78.1,Normal,2.55,2.72,0.17000000000000037,Other,0.45,False
ID00983,Male,19,Mathematics,8.2,2.2,8,82.4,Normal,2.69,2.78,0.08999999999999986,Maintain,1.26,False
ID00984,Male,24,Computer Science,7.6,1.8,6,62.0,Danger,4.0,4.0,0.0,Maintain,2.22,True
ID00985,Female,20,Mathematics,5.8,2.8,10,59.7,Danger,2.61,2.0,-0.6099999999999999,Decline,0.71,False
ID00986,Male,18,Engineering,7.7,6.2,10,76.0,Normal,2.6,2.91,0.31000000000000005,Other,0.47,False
ID00987,Female,22,Business,5.8,2.2,9,92.8,Excellent,2.75,3.1,0.3500000000000001,Other,1.41,False
ID00988,Male,23,Engineering,7.7,2.9,12,75.2,Normal,2.5,2.48,-0.020000000000000018,Maintain,0.86,False
ID00989,Male,22,Business,5.0,4.1,8,69.7,Danger,3.11,3.06,-0.04999999999999982,Maintain,0.75,False
ID00990,Female,19,Mathematics,8.8,4.5,11,72.8,Danger,3.64,3.66,0.020000000000000018,Maintain,0.81,False
ID00991,Female,20,Psychology,7.3,3.7,9,78.2,Normal,2.79,3.02,0.22999999999999998,Other,0.82,False
ID00992,Female,24,Mathematics,7.0,4.1,8,79.7,Normal,2.41,2.49,0.08000000000000007,Maintain,0.61,False
ID00993,Male,21,Computer Science,7.6,1.5,12,100.0,Excellent,3.25,3.3,0.04999999999999982,Maintain,2.2,False
ID00994,Female,23,Mathematics,6.8,2.7,8,100.0,Excellent,3.07,3.38,0.31000000000000005,Other,1.25,False
ID00995,Male,20,Business,7.1,6.5,7,100.0,Excellent,3.6,4.0,0.3999999999999999,Other,0.62,True
ID00996,Male,22,Engineering,8.9,2.6,3,100.0,Excellent,2.87,3.15,0.2799999999999998,Other,1.21,False
ID00997,Female,21,Psychology,8.6,4.6,6,70.0,Danger,2.97,2.87,-0.10000000000000009,Other,0.62,False
ID00998,Male,20,Mathematics,8.1,4.3,9,66.7,Danger,3.03,3.16,0.13000000000000034,Other,0.73,False
ID00999,Female,18,Mathematics,7.4,6.1,9,68.4,Danger,3.14,3.42,0.2799999999999998,Other,0.56,False
ID01000,Male,23,Engineering,6.5,6.6,10,100.0,Excellent,2.9,3.31,0.41000000000000014,Other,0.5,False
ID01001,Male,19,Psychology,8.6,7.7,13,76.8,Normal,2.82,2.9,0.08000000000000007,Maintain,0.38,False
ID01002,Male,20,Economics,5.6,9.0,7,66.2,Danger,2.17,2.38,0.20999999999999996,Other,0.26,False
ID01003,Female,20,Mathematics,9.7,2.2,4,78.5,Normal,2.82,2.52,-0.2999999999999998,Other,1.15,False
ID01004,Female,18,Mathematics,8.1,0.9,12,81.4,Normal,3.46,3.63,0.16999999999999993,Other,4.03,False
ID01005,Female,22,Economics,8.8,3.2,6,89.0,Normal,3.53,3.78,0.25,Other,1.18,False
ID01006,Female,24,Business,7.7,2.1,7,88.8,Normal,2.86,3.04,0.18000000000000016,Other,1.45,False
ID01007,Female,24,Business,6.8,2.4,5,72.6,Danger,3.75,3.78,0.029999999999999805,Maintain,1.58,False
ID01008,Female,23,Computer Science,8.4,5.5,6,95.3,Excellent,3.09,3.25,0.16000000000000014,Other,0.59,False
ID01009,Male,23,Engineering,4.9,7.4,9,75.4,Normal,2.43,2.73,0.2999999999999998,Other,0.37,False
ID01010,Male,19,Psychology,6.1,4.6,5,82.7,Normal,2.27,2.48,0.20999999999999996,Other,0.54,False
ID01011,Male,20,Mathematics,6.7,2.7,7,95.3,Excellent,3.71,3.93,0.2200000000000002,Other,1.46,True
ID01012,Female,21,Mathematics,4.9,4.8,10,75.4,Normal,2.91,3.09,0.17999999999999972,Other,0.64,False
ID01013,Female,20,Computer Science,8.0,6.2,6,76.5,Normal,2.49,2.61,0.11999999999999966,Other,0.42,False
ID01014,Male,24,Mathematics,8.9,1.5,6,93.9,Excellent,1.97,2.25,0.28,Other,1.5,False
ID01015,Female,19,Engineering,4.4,3.3,6,72.1,Danger,2.9,2.68,-0.21999999999999975,Other,0.81,False
ID01016,Female,20,Computer Science,6.4,3.5,7,79.2,Normal,3.3,3.15,-0.1499999999999999,Other,0.9,False
ID01017,Male,18,Engineering,6.7,3.7,13,93.3,Excellent,2.75,2.93,0.18000000000000016,Other,0.79,False
ID01018,Female,24,Computer Science,7.5,2.3,6,100.0,Excellent,2.57,3.02,0.4500000000000002,Other,1.31,False
ID01019,Female,20,Mathematics,8.3,4.8,8,94.1,Excellent,2.83,2.96,0.1299999999999999,Other,0.62,False
ID01020,Male,20,Computer Science,6.6,5.1,8,92.1,Excellent,3.72,4.0,0.2799999999999998,Other,0.78,True
ID01021,Female,24,Business,8.4,2.2,8,93.0,Excellent,2.4,2.54,0.14000000000000012,Other,1.15,False
ID01022,Male,21,Psychology,7.1,8.5,7,68.9,Danger,2.78,3.2,0.4200000000000004,Other,0.38,False
ID01023,Female,24,Mathematics,6.1,1.8,12,86.7,Normal,3.71,3.87,0.16000000000000014,Other,2.15,True
ID01024,Female,18,Economics,7.3,2.6,5,84.6,Normal,3.35,3.44,0.08999999999999986,Maintain,1.32,False
ID01025,Female,18,Psychology,5.1,1.7,3,89.8,Normal,3.19,3.42,0.22999999999999998,Other,2.01,False
ID01026,Male,20,Mathematics,6.6,1.5,9,86.7,Normal,2.78,3.04,0.26000000000000023,Other,2.03,False
ID01027,Female,23,Psychology,6.7,4.4,12,90.7,Excellent,3.12,3.46,0.33999999999999986,Other,0.79,False
ID01028,Female,21,Business,6.1,2.6,10,80.3,Normal,2.83,3.04,0.20999999999999996,Other,1.17,False
ID01029,Male,20,Psychology,10.0,6.7,8,85.9,Normal,2.67,3.21,0.54,Improve,0.48,False
ID01030,Female,24,Computer Science,9.0,2.3,6,66.6,Danger,2.56,2.27,-0.29000000000000004,Other,0.99,False
ID01031,Male,20,Psychology,7.3,2.6,7,80.2,Normal,3.49,3.63,0.13999999999999968,Other,1.4,False
ID01032,Female,19,Mathematics,7.6,6.2,6,100.0,Excellent,3.07,3.34,0.27,Other,0.54,False
ID01033,Male,19,Economics,7.8,1.9,12,89.8,Normal,3.26,3.33,0.07000000000000028,Maintain,1.75,False
ID01034,Male,23,Economics,7.9,3.0,3,84.7,Normal,3.18,3.62,0.43999999999999995,Other,1.21,False
ID01035,Male,21,Engineering,9.3,8.4,10,100.0,Excellent,3.32,3.91,0.5900000000000003,Improve,0.47,True
ID01036,Female,22,Psychology,8.4,0.5,7,64.6,Danger,2.97,2.59,-0.38000000000000034,Other,5.18,False
ID01037,Male,19,Economics,4.0,0.3,8,68.4,Danger,2.86,2.74,-0.11999999999999966,Other,9.13,False
ID01038,Female,22,Psychology,8.3,1.5,9,100.0,Excellent,2.69,2.87,0.18000000000000016,Other,1.91,False
ID01039,Male,18,Economics,5.7,9.2,9,85.7,Normal,2.39,2.85,0.45999999999999996,Other,0.31,False
ID01040,Male,19,Psychology,6.2,5.2,8,81.4,Normal,2.54,2.78,0.23999999999999977,Other,0.53,False
ID01041,Male,19,Mathematics,8.5,4.8,8,67.0,Danger,2.92,2.95,0.03000000000000025,Maintain,0.61,False
ID01042,Female,21,Psychology,4.2,1.5,7,91.7,Excellent,2.3,2.56,0.26000000000000023,Other,1.71,False
ID01043,Male,23,Mathematics,9.6,4.3,6,93.2,Excellent,2.41,2.64,0.22999999999999998,Other,0.61,False
ID01044,Female,22,Mathematics,8.2,2.2,9,68.6,Danger,3.62,3.45,-0.16999999999999993,Other,1.57,False
ID01045,Female,24,Engineering,7.5,6.8,6,82.9,Normal,3.21,3.83,0.6200000000000001,Improve,0.56,False
ID01046,Female,19,Economics,8.3,6.9,10,80.0,Normal,2.87,3.15,0.2799999999999998,Other,0.46,False
ID01047,Male,19,Computer Science,8.7,2.8,8,88.8,Normal,4.0,4.0,0.0,Maintain,1.43,True
ID01048,Male,21,Mathematics,7.3,5.4,13,68.2,Danger,2.28,2.48,0.20000000000000018,Other,0.46,False
ID01049,Female,21,Economics,8.2,5.0,8,100.0,Excellent,3.59,3.95,0.3600000000000003,Other,0.79,True
ID01050,Male,23,Business,5.5,3.7,7,98.7,Excellent,3.04,3.44,0.3999999999999999,Other,0.93,False
ID01051,Female,22,Psychology,8.2,2.2,10,79.6,Normal,3.49,3.28,-0.2100000000000004,Other,1.49,False
ID01052,Male,18,Business,7.9,3.0,8,81.8,Normal,3.15,3.33,0.18000000000000016,Other,1.11,False
ID01053,Female,24,Psychology,9.2,6.6,17,83.0,Normal,2.16,2.21,0.04999999999999982,Maintain,0.33,False
ID01054,Female,23,Engineering,7.3,8.5,7,73.3,Danger,3.15,3.38,0.22999999999999998,Other,0.4,False
ID01055,Female,18,Mathematics,7.5,3.2,7,78.3,Normal,3.27,3.46,0.18999999999999995,Other,1.08,False
ID01056,Male,20,Computer Science,5.6,9.0,8,80.9,Normal,2.0,2.67,0.6699999999999999,Improve,0.3,False
ID01057,Female,19,Mathematics,7.0,5.2,8,100.0,Excellent,4.0,4.0,0.0,Maintain,0.77,True
ID01058,Male,22,Psychology,7.9,3.8,9,99.2,Excellent,3.26,3.56,0.30000000000000027,Other,0.94,False
ID01059,Male,23,Computer Science,8.1,3.5,8,99.0,Excellent,3.44,3.64,0.20000000000000018,Other,1.04,False
ID01060,Female,19,Mathematics,9.6,2.3,9,90.5,Excellent,2.52,2.78,0.2599999999999998,Other,1.21,False
ID01061,Female,22,Computer Science,7.7,5.6,7,68.2,Danger,3.45,3.6,0.1499999999999999,Other,0.64,False
ID01062,Female,22,Psychology,6.9,9.8,7,84.4,Normal,3.64,4.0,0.3599999999999999,Other,0.41,True
ID01063,Female,22,Engineering,7.8,3.7,11,99.6,Excellent,3.23,3.67,0.43999999999999995,Other,0.99,False
ID01064,Male,19,Engineering,6.2,2.1,11,66.1,Danger,3.1,3.22,0.1200000000000001,Other,1.53,False
ID01065,Male,23,Mathematics,9.0,6.2,9,94.5,Excellent,2.65,3.1,0.4500000000000002,Other,0.5,False
ID01066,Female,24,Business,6.0,3.1,7,100.0,Excellent,2.99,3.17,0.17999999999999972,Other,1.02,False
ID01067,Male,21,Psychology,6.4,2.3,10,100.0,Excellent,2.84,3.22,0.38000000000000034,Other,1.4,False
ID01068,Male,19,Mathematics,5.4,1.4,6,100.0,Excellent,3.39,3.71,0.31999999999999984,Other,2.65,False
ID01069,Male,22,Mathematics,7.1,5.5,10,88.3,Normal,2.68,3.18,0.5,Improve,0.58,False
ID01070,Male,23,Engineering,8.0,7.7,9,99.5,Excellent,3.38,3.81,0.43000000000000016,Other,0.49,False
ID01071,Male,24,Computer Science,9.5,1.7,9,74.2,Danger,2.68,2.32,-0.3600000000000003,Other,1.36,False
ID01072,Male,20,Psychology,6.9,3.3,5,96.9,Excellent,2.97,3.24,0.27,Other,0.98,False
ID01073,Male,18,Computer Science,6.7,3.5,11,94.8,Excellent,3.41,3.72,0.31000000000000005,Other,1.06,False
ID01074,Male,22,Economics,4.0,2.4,12,89.3,Normal,2.75,3.08,0.33000000000000007,Other,1.28,False
ID01075,Female,20,Economics,7.3,8.8,6,100.0,Excellent,3.43,4.0,0.5699999999999998,Improve,0.45,True
ID01076,Male,21,Psychology,7.0,1.4,8,76.9,Normal,3.38,3.21,-0.16999999999999993,Other,2.29,False
ID01077,Male,24,Business,7.0,5.2,8,82.2,Normal,2.96,3.45,0.4900000000000002,Other,0.66,False
ID01078,Female,24,Economics,9.3,5.8,13,86.4,Normal,3.68,3.86,0.17999999999999972,Other,0.67,False
ID01079,Male,22,Engineering,7.8,2.4,11,69.6,Danger,3.14,3.0,-0.14000000000000012,Other,1.25,False
ID01080,Female,24,Business,6.4,2.0,7,88.4,Normal,3.65,4.0,0.3500000000000001,Other,2.0,True
ID01081,Female,20,Mathematics,5.6,2.7,9,59.2,Danger,4.0,3.5,-0.5,Decline,1.3,False
ID01082,Male,22,Economics,5.3,1.0,7,100.0,Excellent,2.98,2.89,-0.08999999999999986,Maintain,2.89,False
ID01083,Male,19,Engineering,6.3,10.0,11,85.7,Normal,3.42,4.0,0.5800000000000001,Improve,0.4,True
ID01084,Female,23,Mathematics,7.6,2.8,11,77.2,Normal,2.78,2.83,0.050000000000000266,Maintain,1.01,False
ID01085,Female,20,Business,4.0,3.1,9,72.5,Danger,2.58,2.6,0.020000000000000018,Maintain,0.84,False
ID01086,Male,23,Psychology,6.8,11.0,6,81.5,Normal,3.0,3.62,0.6200000000000001,Improve,0.33,False
ID01087,Female,19,Mathematics,8.2,1.2,9,95.3,Excellent,2.42,2.5,0.08000000000000007,Maintain,2.08,False
ID01088,Male,19,Computer Science,5.4,3.7,10,93.2,Excellent,2.63,2.89,0.26000000000000023,Other,0.78,False
ID01089,Female,23,Psychology,6.7,6.3,10,74.4,Danger,3.4,3.39,-0.009999999999999787,Maintain,0.54,False
ID01090,Male,20,Psychology,5.5,10.0,6,72.3,Danger,2.84,2.97,0.13000000000000034,Other,0.3,False
ID01091,Female,23,Business,4.0,1.3,6,94.9,Excellent,3.46,3.52,0.06000000000000005,Maintain,2.71,False
ID01092,Female,23,Business,5.8,10.8,8,74.2,Danger,3.25,3.45,0.20000000000000018,Other,0.32,False
ID01093,Female,18,Engineering,5.4,3.3,4,85.9,Normal,4.0,4.0,0.0,Maintain,1.21,True
ID01094,Male,20,Engineering,8.2,3.3,11,86.9,Normal,3.36,3.64,0.28000000000000025,Other,1.1,False
ID01095,Male,18,Computer Science,7.7,1.8,9,89.7,Normal,3.66,3.92,0.2599999999999998,Other,2.18,True
ID01096,Male,22,Psychology,5.4,4.2,4,97.9,Excellent,3.3,3.67,0.3700000000000001,Other,0.87,False
ID01097,Male,24,Computer Science,8.9,10.8,11,66.1,Danger,3.26,3.6,0.3400000000000003,Other,0.33,False
ID01098,Male,23,Computer Science,8.1,4.1,7,56.3,Danger,3.68,3.25,-0.43000000000000016,Other,0.79,False
ID01099,Female,22,Business,6.6,2.3,8,76.5,Normal,3.43,3.24,-0.18999999999999995,Other,1.41,False
ID01100,Male,20,Computer Science,7.5,2.6,6,100.0,Excellent,3.21,3.55,0.33999999999999986,Other,1.37,False
ID01101,Male,23,Computer Science,5.6,2.7,12,100.0,Excellent,3.2,3.27,0.06999999999999984,Maintain,1.21,False
ID01102,Female,24,Mathematics,4.0,9.2,7,100.0,Excellent,3.37,3.81,0.43999999999999995,Other,0.41,False
ID01103,Female,22,Engineering,7.1,10.4,13,82.1,Normal,2.76,3.55,0.79,Improve,0.34,False
ID01104,Female,21,Engineering,5.0,1.4,11,58.3,Danger,2.74,2.15,-0.5900000000000003,Decline,1.54,False
ID01105,Female,19,Psychology,6.7,1.9,10,49.9,Danger,3.81,3.47,-0.33999999999999986,Other,1.83,False
ID01106,Male,23,Engineering,7.6,2.0,10,75.8,Normal,4.0,3.79,-0.20999999999999996,Other,1.9,False
ID01107,Male,24,Economics,4.1,2.8,10,82.0,Normal,2.64,2.8,0.1599999999999997,Other,1.0,False
ID01108,Female,19,Psychology,7.3,11.5,8,100.0,Excellent,2.77,3.69,0.9199999999999999,Improve,0.32,False
ID01109,Female,18,Mathematics,8.2,10.7,10,98.0,Excellent,3.67,4.0,0.33000000000000007,Other,0.37,True
ID01110,Male,22,Engineering,4.0,4.0,7,88.4,Normal,3.37,3.8,0.4299999999999997,Other,0.95,False
ID01111,Female,18,Mathematics,8.1,3.0,5,71.7,Danger,3.44,3.38,-0.06000000000000005,Maintain,1.13,False
ID01112,Male,24,Engineering,9.8,0.8,16,70.6,Danger,3.55,2.96,-0.5899999999999999,Decline,3.7,False
ID01113,Male,23,Engineering,6.6,4.5,10,88.8,Normal,2.98,3.3,0.31999999999999984,Other,0.73,False
ID01114,Male,19,Mathematics,8.1,4.2,5,95.5,Excellent,3.26,3.4,0.14000000000000012,Other,0.81,False
ID01115,Female,19,Computer Science,5.5,1.7,10,90.9,Excellent,3.23,3.2,-0.029999999999999805,Maintain,1.88,False
ID01116,Female,22,Computer Science,8.4,5.1,7,69.5,Danger,2.67,2.54,-0.1299999999999999,Other,0.5,False
ID01117,Male,23,Computer Science,7.8,6.8,13,94.8,Excellent,3.26,3.74,0.4800000000000004,Other,0.55,False
ID01118,Female,21,Economics,7.3,1.7,9,91.4,Excellent,3.72,3.77,0.04999999999999982,Maintain,2.22,False
ID01119,Male,21,Computer Science,7.2,2.9,8,68.9,Danger,2.93,3.1,0.16999999999999993,Other,1.07,False
ID01120,Male,22,Engineering,7.6,6.6,10,73.2,Danger,3.18,3.38,0.19999999999999973,Other,0.51,False
ID01121,Female,23,Business,6.9,2.5,8,95.3,Excellent,3.2,3.34,0.13999999999999968,Other,1.34,False
ID01122,Female,22,Mathematics,5.5,2.8,7,81.5,Normal,2.96,3.12,0.16000000000000014,Other,1.11,False
ID01123,Female,23,Business,6.8,2.9,8,100.0,Excellent,3.44,3.69,0.25,Other,1.27,False
ID01124,Female,24,Economics,6.9,5.2,5,92.5,Excellent,2.76,3.3,0.54,Improve,0.63,False
ID01125,Female,24,Business,5.2,7.4,5,77.7,Normal,3.77,3.74,-0.029999999999999805,Maintain,0.51,False
ID01126,Female,18,Psychology,6.8,9.6,7,84.8,Normal,3.41,4.0,0.5899999999999999,Improve,0.42,True
ID01127,Male,22,Computer Science,6.9,7.1,5,86.0,Normal,2.63,3.22,0.5900000000000003,Improve,0.45,False
ID01128,Male,23,Economics,6.2,4.0,10,74.1,Danger,3.95,3.95,0.0,Maintain,0.99,True
ID01129,Male,21,Engineering,7.5,5.8,5,71.3,Danger,3.18,3.26,0.07999999999999963,Maintain,0.56,False
ID01130,Male,23,Computer Science,7.9,1.6,3,95.5,Excellent,2.74,2.91,0.16999999999999993,Other,1.82,False
ID01131,Female,24,Computer Science,6.0,12.4,8,97.7,Excellent,3.65,4.0,0.3500000000000001,Other,0.32,True
ID01132,Male,23,Business,7.2,2.3,7,94.1,Excellent,3.35,3.46,0.10999999999999988,Other,1.5,False
ID01133,Male,22,Psychology,8.4,5.5,3,100.0,Excellent,2.21,2.68,0.4700000000000002,Other,0.49,False
ID01134,Male,18,Computer Science,5.5,4.4,10,76.9,Normal,2.84,2.64,-0.19999999999999973,Other,0.6,False
ID01135,Female,18,Mathematics,4.5,1.5,4,100.0,Excellent,3.24,3.29,0.04999999999999982,Maintain,2.19,False
ID01136,Male,18,Mathematics,5.6,2.3,9,71.5,Danger,2.02,1.84,-0.17999999999999994,Other,0.8,False
ID01137,Female,18,Computer Science,7.8,7.7,10,69.8,Danger,3.14,3.33,0.18999999999999995,Other,0.43,False
ID01138,Male,24,Business,6.3,3.6,15,58.6,Danger,3.18,2.79,-0.3900000000000001,Other,0.78,False
ID01139,Male,20,Business,5.1,2.1,9,78.3,Normal,2.51,2.41,-0.09999999999999964,Maintain,1.15,False
ID01140,Female,22,Engineering,8.9,3.3,7,77.4,Normal,3.24,3.14,-0.10000000000000009,Other,0.95,False
ID01141,Female,19,Economics,5.2,2.1,4,92.9,Excellent,3.1,3.28,0.17999999999999972,Other,1.56,False
ID01142,Male,22,Economics,6.7,2.8,5,88.7,Normal,2.5,2.84,0.33999999999999986,Other,1.01,False
ID01143,Female,20,Economics,8.1,1.2,8,67.1,Danger,3.56,3.25,-0.31000000000000005,Other,2.71,False
ID01144,Female,18,Psychology,8.0,4.0,6,79.1,Normal,3.52,3.74,0.2200000000000002,Other,0.94,False
ID01145,Male,20,Business,7.6,4.3,4,79.4,Normal,2.96,3.16,0.20000000000000018,Other,0.73,False
ID01146,Female,21,Engineering,6.0,2.8,9,58.4,Danger,3.0,2.82,-0.18000000000000016,Other,1.01,False
ID01147,Female,21,Mathematics,7.8,7.6,5,70.3,Danger,3.46,3.7,0.2400000000000002,Other,0.49,False
ID01148,Female,24,Economics,7.0,2.9,10,73.4,Danger,3.0,3.12,0.1200000000000001,Other,1.08,False
ID01149,Female,22,Mathematics,7.6,3.6,12,100.0,Excellent,2.13,2.51,0.3799999999999999,Other,0.7,False
ID01150,Female,22,Mathematics,9.1,2.7,9,87.9,Normal,3.34,3.51,0.16999999999999993,Other,1.3,False
ID01151,Female,19,Computer Science,5.2,3.1,6,94.9,Excellent,2.69,3.0,0.31000000000000005,Other,0.97,False
ID01152,Female,24,Psychology,7.6,5.9,10,62.5,Danger,2.91,3.09,0.17999999999999972,Other,0.52,False
ID01153,Female,19,Engineering,7.2,1.6,12,100.0,Excellent,3.83,3.86,0.029999999999999805,Maintain,2.41,False
ID01154,Female,21,Psychology,8.4,5.1,7,100.0,Excellent,3.03,3.53,0.5,Improve,0.69,False
ID01155,Female,18,Computer Science,9.7,2.5,5,55.0,Danger,3.1,2.65,-0.4500000000000002,Other,1.06,False
ID01156,Female,20,Engineering,9.6,1.7,15,74.4,Danger,3.35,3.21,-0.14000000000000012,Other,1.89,False
ID01157,Male,19,Engineering,8.3,3.2,13,92.4,Excellent,3.35,3.52,0.16999999999999993,Other,1.1,False
ID01158,Female,23,Business,6.1,9.2,8,94.7,Excellent,2.64,3.09,0.44999999999999973,Other,0.34,False
