Student_ID,Attendance_Pct,Study_Hours_Per_Day,Previous_CGPA,Sleep_Hours,Social_Hours_Week,Final_CGPA,Grade_Diff,Grade_Group
ID01616,100.0,12.2,2.34,6.6,6,2.99,0.6500000000000004,2_성적 0.5이상 상승
ID01619,66.0,2.0,4.0,8.0,11,4.0,0.0,1_상위권 유지(Top 15%)
ID01621,74.7,3.4,3.79,6.7,11,3.9,0.10999999999999988,1_상위권 유지(Top 15%)
ID01632,70.7,7.1,4.0,7.5,7,4.0,0.0,1_상위권 유지(Top 15%)
ID01642,94.2,6.0,2.3,9.0,2,2.83,0.5300000000000002,2_성적 0.5이상 상승
ID01646,99.4,12.0,3.18,6.9,11,3.92,0.7399999999999998,2_성적 0.5이상 상승
ID01658,87.0,11.3,3.16,6.5,7,4.0,0.8399999999999999,2_성적 0.5이상 상승
ID01659,100.0,6.4,3.08,5.2,10,3.59,0.5099999999999998,2_성적 0.5이상 상승
ID01673,87.5,5.9,3.7,8.4,9,4.0,0.2999999999999998,1_상위권 유지(Top 15%)
ID01674,99.5,3.3,3.9,9.6,12,4.0,0.10000000000000009,1_상위권 유지(Top 15%)
ID01678,100.0,13.5,2.97,7.0,9,3.89,0.9199999999999999,2_성적 0.5이상 상승
ID01684,83.7,8.4,3.0,6.8,5,3.51,0.5099999999999998,2_성적 0.5이상 상승
ID01695,100.0,8.0,2.22,4.0,7,2.86,0.6399999999999997,2_성적 0.5이상 상승
ID01700,87.8,4.8,4.0,6.7,7,4.0,0.0,1_상위권 유지(Top 15%)
ID01708,95.7,7.4,2.92,6.4,7,3.44,0.52,2_성적 0.5이상 상승
ID01709,74.7,5.9,3.98,6.2,8,4.0,0.020000000000000018,1_상위권 유지(Top 15%)
ID01717,83.5,8.6,3.31,8.9,11,3.91,0.6000000000000001,2_성적 0.5이상 상승
ID01722,82.7,3.5,3.81,7.7,11,4.0,0.18999999999999995,1_상위권 유지(Top 15%)
ID01723,100.0,3.6,2.58,7.1,6,3.08,0.5,2_성적 0.5이상 상승
ID01725,100.0,4.8,3.7,5.4,3,4.0,0.2999999999999998,1_상위권 유지(Top 15%)
ID01732,91.2,6.6,2.91,9.0,4,3.46,0.5499999999999998,2_성적 0.5이상 상승
ID01751,83.8,8.0,2.94,7.0,9,3.6,0.6600000000000001,2_성적 0.5이상 상승
ID01758,90.4,8.3,2.54,7.8,5,3.04,0.5,2_성적 0.5이상 상승
ID01762,67.2,2.6,3.91,6.9,9,3.95,0.040000000000000036,1_상위권 유지(Top 15%)
ID01769,82.0,4.4,3.72,7.4,10,4.0,0.2799999999999998,1_상위권 유지(Top 15%)
ID01771,100.0,6.0,3.34,6.6,7,3.92,0.5800000000000001,2_성적 0.5이상 상승
ID01791,80.0,6.6,1.6,5.4,7,2.11,0.5099999999999998,2_성적 0.5이상 상승
ID01802,81.9,6.0,2.73,7.0,14,3.27,0.54,2_성적 0.5이상 상승
ID01804,88.4,5.7,2.45,5.4,7,2.98,0.5299999999999998,2_성적 0.5이상 상승
ID01815,100.0,5.3,3.73,4.9,10,4.0,0.27,1_상위권 유지(Top 15%)
ID01819,100.0,7.3,2.79,5.9,5,3.34,0.5499999999999998,2_성적 0.5이상 상승
ID01824,84.9,5.2,3.01,7.5,8,3.57,0.56,2_성적 0.5이상 상승
ID01825,97.8,5.5,3.76,7.8,7,4.0,0.2400000000000002,1_상위권 유지(Top 15%)
ID01832,71.2,10.2,3.65,7.8,3,3.89,0.2400000000000002,1_상위권 유지(Top 15%)
ID01838,97.1,9.7,3.41,7.6,9,4.0,0.5899999999999999,2_성적 0.5이상 상승
ID01841,82.3,6.1,2.76,6.3,7,3.29,0.5300000000000002,2_성적 0.5이상 상승
ID01855,100.0,11.6,3.16,6.2,10,3.88,0.7199999999999998,2_성적 0.5이상 상승
ID01858,53.7,2.3,3.64,8.2,6,3.02,-0.6200000000000001,3_성적 0.5이하 하락
ID01862,100.0,5.4,2.57,7.6,8,3.07,0.5,2_성적 0.5이상 상승
ID01870,100.0,7.6,3.09,8.2,14,3.7,0.6100000000000003,2_성적 0.5이상 상승
ID01887,50.6,1.4,3.16,9.3,14,2.6,-0.56,3_성적 0.5이하 하락
ID01890,90.1,8.2,3.02,6.9,6,3.57,0.5499999999999998,2_성적 0.5이상 상승
ID01900,87.2,3.7,3.41,7.0,7,3.94,0.5299999999999998,2_성적 0.5이상 상승
ID01902,79.1,5.8,3.72,7.3,8,4.0,0.2799999999999998,1_상위권 유지(Top 15%)
ID01908,82.6,6.1,2.43,5.5,6,2.94,0.5099999999999998,2_성적 0.5이상 상승
ID01915,82.8,8.7,2.33,7.9,10,2.83,0.5,2_성적 0.5이상 상승
ID01924,99.0,10.0,2.84,7.6,6,3.44,0.6000000000000001,2_성적 0.5이상 상승
ID01928,100.0,7.4,3.7,5.8,7,3.99,0.29000000000000004,1_상위권 유지(Top 15%)
ID01929,100.0,6.5,2.59,4.9,5,3.12,0.5300000000000002,2_성적 0.5이상 상승
ID01930,100.0,8.7,2.95,7.6,10,3.59,0.6399999999999997,2_성적 0.5이상 상승
ID01936,80.4,3.3,3.65,6.8,9,3.94,0.29000000000000004,1_상위권 유지(Top 15%)
ID01942,97.1,4.3,3.88,4.0,8,4.0,0.1200000000000001,1_상위권 유지(Top 15%)
ID01946,83.8,8.2,3.76,6.3,6,4.0,0.2400000000000002,1_상위권 유지(Top 15%)
ID01949,81.1,9.8,3.92,10.0,4,4.0,0.08000000000000007,1_상위권 유지(Top 15%)
ID01951,85.8,3.3,3.76,7.4,12,4.0,0.2400000000000002,1_상위권 유지(Top 15%)
ID01953,97.8,6.0,2.83,6.4,11,3.43,0.6000000000000001,2_성적 0.5이상 상승
ID01984,80.8,3.3,4.0,8.3,10,4.0,0.0,1_상위권 유지(Top 15%)
ID01985,79.4,5.8,3.95,7.1,9,4.0,0.04999999999999982,1_상위권 유지(Top 15%)
ID01991,76.6,2.8,4.0,7.1,7,3.98,-0.020000000000000018,1_상위권 유지(Top 15%)
ID01994,81.5,4.2,3.92,7.7,7,4.0,0.08000000000000007,1_상위권 유지(Top 15%)
ID02005,100.0,3.7,3.81,6.9,11,4.0,0.18999999999999995,1_상위권 유지(Top 15%)
ID02017,99.9,6.0,3.23,7.4,8,3.85,0.6200000000000001,2_성적 0.5이상 상승
ID02023,84.2,6.2,2.93,9.4,10,3.49,0.56,2_성적 0.5이상 상승
ID02024,100.0,14.0,2.19,6.5,7,2.99,0.8000000000000003,2_성적 0.5이상 상승
ID02030,89.2,2.6,3.68,5.8,13,3.98,0.2999999999999998,1_상위권 유지(Top 15%)
ID02034,55.8,2.0,3.41,8.4,9,2.91,-0.5,3_성적 0.5이하 하락
ID02035,95.0,2.8,3.8,7.6,3,4.0,0.20000000000000018,1_상위권 유지(Top 15%)
ID02038,71.7,5.2,3.83,5.9,10,3.93,0.10000000000000009,1_상위권 유지(Top 15%)
ID02039,72.2,7.9,3.78,7.5,4,3.9,0.1200000000000001,1_상위권 유지(Top 15%)
ID02048,94.7,10.3,3.25,7.6,7,3.88,0.6299999999999999,2_성적 0.5이상 상승
ID02051,84.6,5.8,3.98,8.9,3,4.0,0.020000000000000018,1_상위권 유지(Top 15%)
ID02054,89.0,9.8,2.96,7.8,6,3.61,0.6499999999999999,2_성적 0.5이상 상승
ID02062,93.2,7.0,3.79,7.8,8,4.0,0.20999999999999996,1_상위권 유지(Top 15%)
ID02069,83.9,4.1,4.0,9.3,4,4.0,0.0,1_상위권 유지(Top 15%)
ID02072,93.3,9.7,3.45,4.0,15,4.0,0.5499999999999998,2_성적 0.5이상 상승
ID02075,84.5,9.6,3.95,9.4,5,4.0,0.04999999999999982,1_상위권 유지(Top 15%)
ID02076,77.1,10.8,2.53,7.0,10,3.1,0.5700000000000003,2_성적 0.5이상 상승
ID02085,73.4,8.5,3.96,6.9,13,4.0,0.040000000000000036,1_상위권 유지(Top 15%)
ID02092,86.5,3.9,4.0,6.7,11,4.0,0.0,1_상위권 유지(Top 15%)
ID02097,47.6,4.0,3.36,9.0,17,2.74,-0.6199999999999997,3_성적 0.5이하 하락
ID02112,89.7,8.9,2.73,10.0,7,3.42,0.69,2_성적 0.5이상 상승
ID02114,82.7,14.0,3.74,8.7,9,4.0,0.2599999999999998,1_상위권 유지(Top 15%)
ID02124,82.4,8.6,2.63,8.3,5,3.23,0.6000000000000001,2_성적 0.5이상 상승
ID02129,90.7,7.8,3.25,6.2,5,3.87,0.6200000000000001,2_성적 0.5이상 상승
ID02132,92.4,7.0,2.84,7.9,8,3.52,0.6800000000000002,2_성적 0.5이상 상승
ID02138,90.7,8.2,2.4,6.0,9,3.03,0.6299999999999999,2_성적 0.5이상 상승
ID02149,83.5,2.4,4.0,6.8,5,4.0,0.0,1_상위권 유지(Top 15%)
ID02150,96.7,7.2,3.99,6.0,5,4.0,0.009999999999999787,1_상위권 유지(Top 15%)
ID02156,100.0,8.0,3.32,7.0,9,3.97,0.6500000000000004,2_성적 0.5이상 상승
ID02160,91.5,8.7,2.87,4.7,8,3.47,0.6000000000000001,2_성적 0.5이상 상승
ID02169,88.1,6.1,3.7,8.2,4,4.0,0.2999999999999998,1_상위권 유지(Top 15%)
ID02172,73.3,4.9,3.91,6.7,9,4.0,0.08999999999999986,1_상위권 유지(Top 15%)
ID02174,86.1,3.7,2.91,6.2,7,3.41,0.5,2_성적 0.5이상 상승
ID02185,88.3,4.0,2.54,6.3,8,3.06,0.52,2_성적 0.5이상 상승
ID02190,93.6,2.5,4.0,5.1,9,3.98,-0.020000000000000018,1_상위권 유지(Top 15%)
ID02196,91.5,6.5,3.13,8.3,5,3.64,0.5100000000000002,2_성적 0.5이상 상승
ID02211,90.8,2.6,4.0,7.7,7,4.0,0.0,1_상위권 유지(Top 15%)
ID02224,80.1,6.1,3.15,5.4,9,3.67,0.52,2_성적 0.5이상 상승
ID02227,100.0,5.0,3.76,6.6,9,4.0,0.2400000000000002,1_상위권 유지(Top 15%)
ID02233,75.2,2.7,4.0,6.1,12,4.0,0.0,1_상위권 유지(Top 15%)
ID02237,67.3,9.3,3.75,7.9,9,4.0,0.25,1_상위권 유지(Top 15%)
ID02238,100.0,10.2,3.74,9.1,12,4.0,0.2599999999999998,1_상위권 유지(Top 15%)
ID02239,98.3,6.5,3.82,6.1,12,4.0,0.18000000000000016,1_상위권 유지(Top 15%)
ID02245,88.3,1.7,3.92,8.9,7,3.89,-0.029999999999999805,1_상위권 유지(Top 15%)
ID02259,90.6,9.1,2.13,8.0,12,2.74,0.6100000000000003,2_성적 0.5이상 상승
ID02265,92.8,2.0,3.76,6.6,3,4.0,0.2400000000000002,1_상위권 유지(Top 15%)
ID02273,83.3,11.1,3.25,10.0,12,3.87,0.6200000000000001,2_성적 0.5이상 상승
ID02276,83.9,4.1,2.87,7.5,6,3.42,0.5499999999999998,2_성적 0.5이상 상승
ID02278,99.6,3.6,1.95,6.8,5,2.46,0.51,2_성적 0.5이상 상승
ID02279,91.2,11.6,3.24,6.6,11,4.0,0.7599999999999998,2_성적 0.5이상 상승
ID02283,100.0,8.9,3.15,5.7,6,3.82,0.6699999999999999,2_성적 0.5이상 상승
ID02288,99.6,8.3,3.01,4.3,4,3.67,0.6600000000000001,2_성적 0.5이상 상승
ID02308,98.7,7.2,2.66,9.2,7,3.2,0.54,2_성적 0.5이상 상승
ID02317,94.8,2.4,3.8,5.3,9,4.0,0.20000000000000018,1_상위권 유지(Top 15%)
ID02325,65.9,6.6,3.83,7.2,3,4.0,0.16999999999999993,1_상위권 유지(Top 15%)
ID02326,99.4,9.4,4.0,9.3,7,4.0,0.0,1_상위권 유지(Top 15%)
ID02327,83.4,9.6,2.58,5.5,8,3.11,0.5299999999999998,2_성적 0.5이상 상승
ID02329,98.4,3.6,3.76,8.7,9,3.99,0.23000000000000043,1_상위권 유지(Top 15%)
ID02342,79.1,5.6,3.91,7.5,6,4.0,0.08999999999999986,1_상위권 유지(Top 15%)
ID02356,100.0,6.5,3.8,7.0,10,4.0,0.20000000000000018,1_상위권 유지(Top 15%)
ID02362,83.2,3.2,3.95,8.2,12,4.0,0.04999999999999982,1_상위권 유지(Top 15%)
ID02364,84.3,3.4,3.7,5.4,8,3.98,0.2799999999999998,1_상위권 유지(Top 15%)
ID02365,91.8,2.3,3.92,5.9,7,3.99,0.07000000000000028,1_상위권 유지(Top 15%)
ID02369,99.9,5.1,2.94,6.8,6,3.53,0.5899999999999999,2_성적 0.5이상 상승
ID02375,100.0,5.6,3.98,7.0,7,4.0,0.020000000000000018,1_상위권 유지(Top 15%)
ID02387,81.1,9.9,2.5,9.5,8,3.22,0.7200000000000002,2_성적 0.5이상 상승
ID02388,85.1,2.3,4.0,5.6,11,4.0,0.0,1_상위권 유지(Top 15%)
ID02389,89.5,6.3,2.79,7.0,12,3.39,0.6000000000000001,2_성적 0.5이상 상승
ID02396,85.6,2.5,3.96,5.5,11,4.0,0.040000000000000036,1_상위권 유지(Top 15%)
ID02399,81.8,9.3,3.36,7.7,8,3.91,0.5500000000000003,2_성적 0.5이상 상승
ID02400,100.0,10.2,3.23,5.0,14,3.88,0.6499999999999999,2_성적 0.5이상 상승
ID02402,88.4,5.6,3.72,8.0,10,4.0,0.2799999999999998,1_상위권 유지(Top 15%)
ID02403,100.0,8.5,2.69,7.0,5,3.32,0.6299999999999999,2_성적 0.5이상 상승
ID02404,83.8,3.7,3.96,6.5,8,4.0,0.040000000000000036,1_상위권 유지(Top 15%)
ID02410,83.4,10.0,2.86,6.8,10,3.61,0.75,2_성적 0.5이상 상승
ID02414,94.3,9.5,3.35,7.4,8,3.9,0.5499999999999998,2_성적 0.5이상 상승
ID02417,78.1,8.3,3.76,4.2,13,3.91,0.15000000000000036,1_상위권 유지(Top 15%)
ID02418,69.1,11.7,2.49,7.7,4,3.01,0.5199999999999996,2_성적 0.5이상 상승
ID02421,84.3,7.9,3.41,7.1,10,3.92,0.5099999999999998,2_성적 0.5이상 상승
ID02426,97.1,4.1,2.99,7.4,5,3.54,0.5499999999999998,2_성적 0.5이상 상승
ID02430,77.5,6.9,3.85,4.7,12,4.0,0.1499999999999999,1_상위권 유지(Top 15%)
ID02433,95.6,1.5,3.84,7.8,10,3.98,0.14000000000000012,1_상위권 유지(Top 15%)
ID02435,100.0,8.8,2.94,9.0,7,3.5,0.56,2_성적 0.5이상 상승
ID02436,85.2,6.3,3.72,8.5,13,4.0,0.2799999999999998,1_상위권 유지(Top 15%)
ID02440,80.0,5.8,3.33,9.3,4,3.85,0.52,2_성적 0.5이상 상승
ID02442,79.8,6.3,4.0,7.4,10,4.0,0.0,1_상위권 유지(Top 15%)
ID02447,73.2,6.7,4.0,6.3,5,4.0,0.0,1_상위권 유지(Top 15%)
ID02449,96.0,9.7,2.83,6.6,10,3.36,0.5299999999999998,2_성적 0.5이상 상승
ID02453,58.4,2.5,3.17,4.0,8,2.63,-0.54,3_성적 0.5이하 하락
ID02459,88.3,12.3,2.06,8.9,6,2.58,0.52,2_성적 0.5이상 상승
ID02460,85.5,6.8,2.81,6.0,2,3.42,0.6099999999999999,2_성적 0.5이상 상승
ID02476,91.1,8.5,3.13,5.4,7,3.63,0.5,2_성적 0.5이상 상승
ID02483,91.9,6.6,2.85,6.0,5,3.42,0.5699999999999998,2_성적 0.5이상 상승
ID02493,63.6,2.4,4.0,6.6,12,4.0,0.0,1_상위권 유지(Top 15%)
ID02495,88.4,1.7,4.0,5.1,5,4.0,0.0,1_상위권 유지(Top 15%)
ID02505,80.9,10.4,3.02,7.2,8,3.86,0.8399999999999999,2_성적 0.5이상 상승
ID02506,100.0,12.0,2.88,6.8,11,3.54,0.6600000000000001,2_성적 0.5이상 상승
ID02508,88.8,7.4,3.88,7.8,8,4.0,0.1200000000000001,1_상위권 유지(Top 15%)
ID02513,96.0,3.3,3.71,6.5,4,4.0,0.29000000000000004,1_상위권 유지(Top 15%)
ID02517,74.8,9.8,2.59,6.0,6,3.1,0.5100000000000002,2_성적 0.5이상 상승
ID02518,89.4,7.8,3.9,8.3,9,4.0,0.10000000000000009,1_상위권 유지(Top 15%)
ID02537,93.8,7.6,3.02,7.1,14,3.58,0.56,2_성적 0.5이상 상승
ID02550,91.2,5.8,4.0,7.0,10,4.0,0.0,1_상위권 유지(Top 15%)
ID02551,92.9,14.0,2.32,4.0,9,3.1,0.7800000000000002,2_성적 0.5이상 상승
ID02558,81.8,6.8,3.23,9.4,10,3.78,0.5499999999999998,2_성적 0.5이상 상승
ID02559,82.6,10.0,2.8,6.4,10,3.5,0.7000000000000002,2_성적 0.5이상 상승
ID02563,90.7,4.6,3.84,5.8,10,4.0,0.16000000000000014,1_상위권 유지(Top 15%)
ID02566,100.0,5.2,4.0,7.4,7,4.0,0.0,1_상위권 유지(Top 15%)
ID02570,54.6,2.4,3.37,7.5,12,2.86,-0.5100000000000002,3_성적 0.5이하 하락
ID02572,88.7,8.7,2.57,6.2,10,3.17,0.6000000000000001,2_성적 0.5이상 상승
ID02573,85.5,11.7,3.14,7.8,9,3.69,0.5499999999999998,2_성적 0.5이상 상승
ID02575,84.5,6.8,3.84,7.0,5,4.0,0.16000000000000014,1_상위권 유지(Top 15%)
ID02577,80.5,8.7,2.78,5.9,6,3.39,0.6100000000000003,2_성적 0.5이상 상승
ID02579,87.8,6.0,3.73,7.5,5,4.0,0.27,1_상위권 유지(Top 15%)
ID02590,90.2,6.7,4.0,5.2,3,4.0,0.0,1_상위권 유지(Top 15%)
ID02592,84.1,4.0,3.76,8.4,7,3.98,0.2200000000000002,1_상위권 유지(Top 15%)
ID02594,66.9,5.3,4.0,4.7,7,4.0,0.0,1_상위권 유지(Top 15%)
ID02604,93.9,6.4,3.97,9.3,8,4.0,0.029999999999999805,1_상위권 유지(Top 15%)
ID02610,72.2,3.1,4.0,6.7,5,3.92,-0.08000000000000007,1_상위권 유지(Top 15%)
ID02611,57.8,1.3,2.83,8.7,12,2.33,-0.5,3_성적 0.5이하 하락
ID02616,97.4,5.1,3.99,6.8,9,4.0,0.009999999999999787,1_상위권 유지(Top 15%)
ID02617,73.9,5.4,3.85,8.3,12,3.94,0.08999999999999986,1_상위권 유지(Top 15%)
ID02623,100.0,6.2,2.25,7.1,7,2.76,0.5099999999999998,2_성적 0.5이상 상승
ID02625,80.1,10.7,2.62,6.2,6,3.14,0.52,2_성적 0.5이상 상승
ID02627,81.4,13.9,2.96,5.5,5,3.89,0.9300000000000002,2_성적 0.5이상 상승
ID02629,100.0,2.7,3.78,7.4,7,4.0,0.2200000000000002,1_상위권 유지(Top 15%)
ID02645,49.3,0.9,2.98,9.8,7,2.34,-0.6400000000000001,3_성적 0.5이하 하락
ID02646,68.5,4.1,4.0,6.4,7,3.99,-0.009999999999999787,1_상위권 유지(Top 15%)
ID02649,72.8,1.8,3.89,7.7,6,3.98,0.08999999999999986,1_상위권 유지(Top 15%)
ID02652,100.0,12.8,3.36,7.9,6,4.0,0.6400000000000001,2_성적 0.5이상 상승
ID02665,100.0,6.9,4.0,5.2,13,4.0,0.0,1_상위권 유지(Top 15%)
ID02668,100.0,1.7,3.94,7.1,6,4.0,0.06000000000000005,1_상위권 유지(Top 15%)
ID02676,96.8,4.4,4.0,7.3,8,4.0,0.0,1_상위권 유지(Top 15%)
ID02678,80.7,2.6,4.0,6.8,9,4.0,0.0,1_상위권 유지(Top 15%)
ID02685,89.4,1.1,3.95,7.8,5,4.0,0.04999999999999982,1_상위권 유지(Top 15%)
ID02686,90.9,8.0,3.03,5.1,5,3.64,0.6100000000000003,2_성적 0.5이상 상승
ID02697,94.4,3.8,3.78,4.0,7,3.9,0.1200000000000001,1_상위권 유지(Top 15%)
ID02705,88.4,8.2,3.37,5.5,10,3.9,0.5299999999999998,2_성적 0.5이상 상승
ID02707,100.0,8.2,2.85,8.6,8,3.44,0.5899999999999999,2_성적 0.5이상 상승
ID02710,83.6,2.8,3.98,8.9,8,4.0,0.020000000000000018,1_상위권 유지(Top 15%)
ID02711,100.0,11.1,2.55,8.3,14,3.3,0.75,2_성적 0.5이상 상승
ID02712,100.0,3.4,3.3,6.8,7,3.81,0.5100000000000002,2_성적 0.5이상 상승
ID02744,100.0,1.9,3.73,7.9,8,3.97,0.2400000000000002,1_상위권 유지(Top 15%)
ID02748,70.5,7.0,4.0,8.2,7,4.0,0.0,1_상위권 유지(Top 15%)
ID02750,67.6,5.4,4.0,6.7,8,3.97,-0.029999999999999805,1_상위권 유지(Top 15%)
ID02751,100.0,9.6,3.27,7.6,7,3.99,0.7200000000000002,2_성적 0.5이상 상승
ID02752,100.0,6.9,3.22,6.9,12,3.89,0.6699999999999999,2_성적 0.5이상 상승
ID02753,85.2,9.0,2.02,8.7,9,2.55,0.5299999999999998,2_성적 0.5이상 상승
ID02760,92.3,2.9,4.0,7.7,5,4.0,0.0,1_상위권 유지(Top 15%)
ID02766,88.4,9.2,2.96,8.4,7,3.63,0.6699999999999999,2_성적 0.5이상 상승
ID02770,100.0,11.9,3.07,8.8,13,3.6,0.5300000000000002,2_성적 0.5이상 상승
ID02771,92.2,10.3,2.51,6.8,8,3.07,0.56,2_성적 0.5이상 상승
ID02772,71.2,6.6,3.82,6.6,14,4.0,0.18000000000000016,1_상위권 유지(Top 15%)
ID02774,85.5,2.3,3.82,8.1,11,3.94,0.1200000000000001,1_상위권 유지(Top 15%)
ID02778,98.6,3.9,4.0,7.0,8,4.0,0.0,1_상위권 유지(Top 15%)
ID02786,75.6,4.6,4.0,4.0,9,4.0,0.0,1_상위권 유지(Top 15%)
ID02789,100.0,14.0,2.74,5.9,7,3.38,0.6399999999999997,2_성적 0.5이상 상승
ID02791,100.0,11.4,3.2,7.5,8,3.88,0.6799999999999997,2_성적 0.5이상 상승
ID02794,87.7,1.9,3.98,8.4,2,3.95,-0.029999999999999805,1_상위권 유지(Top 15%)
ID02795,84.3,5.9,2.8,7.4,11,3.4,0.6000000000000001,2_성적 0.5이상 상승
ID02798,94.1,7.3,3.25,4.3,9,3.86,0.6099999999999999,2_성적 0.5이상 상승
ID02799,90.5,4.9,2.82,6.8,9,3.32,0.5,2_성적 0.5이상 상승
ID02800,84.5,6.4,2.84,7.3,6,3.36,0.52,2_성적 0.5이상 상승
ID02801,100.0,8.0,2.37,6.7,10,3.12,0.75,2_성적 0.5이상 상승
ID02804,95.8,3.1,4.0,7.5,8,4.0,0.0,1_상위권 유지(Top 15%)
ID02809,100.0,10.9,2.45,7.1,9,3.21,0.7599999999999998,2_성적 0.5이상 상승
ID02810,80.5,3.9,4.0,7.6,4,4.0,0.0,1_상위권 유지(Top 15%)
ID02816,100.0,5.5,3.76,7.6,13,4.0,0.2400000000000002,1_상위권 유지(Top 15%)
ID02819,71.8,1.2,4.0,6.8,6,4.0,0.0,1_상위권 유지(Top 15%)
ID02834,73.0,6.6,3.74,6.6,11,4.0,0.2599999999999998,1_상위권 유지(Top 15%)
ID02840,80.7,2.5,3.83,8.5,9,3.95,0.1200000000000001,1_상위권 유지(Top 15%)
ID02843,100.0,2.4,3.71,10.0,10,3.91,0.20000000000000018,1_상위권 유지(Top 15%)
ID02865,73.6,9.8,4.0,6.6,10,4.0,0.0,1_상위권 유지(Top 15%)
ID02871,100.0,2.7,3.83,5.8,7,3.87,0.040000000000000036,1_상위권 유지(Top 15%)
ID02873,93.8,8.2,4.0,7.2,8,4.0,0.0,1_상위권 유지(Top 15%)
ID02874,59.9,1.3,3.21,5.8,19,2.33,-0.8799999999999999,3_성적 0.5이하 하락
ID02881,79.6,5.4,4.0,7.4,13,3.94,-0.06000000000000005,1_상위권 유지(Top 15%)
ID02884,74.6,4.2,3.94,4.0,8,4.0,0.06000000000000005,1_상위권 유지(Top 15%)
ID02886,100.0,2.6,3.67,8.6,10,3.9,0.22999999999999998,1_상위권 유지(Top 15%)
ID02889,69.5,8.0,3.95,9.6,9,4.0,0.04999999999999982,1_상위권 유지(Top 15%)
ID02909,94.7,7.8,3.5,5.6,7,4.0,0.5,2_성적 0.5이상 상승
ID02918,88.6,2.9,3.91,8.8,8,3.99,0.08000000000000007,1_상위권 유지(Top 15%)
ID02919,86.0,9.3,3.16,7.4,5,3.75,0.5899999999999999,2_성적 0.5이상 상승
ID02924,95.9,7.4,4.0,7.3,8,4.0,0.0,1_상위권 유지(Top 15%)
ID02934,75.0,3.6,3.86,5.8,11,3.88,0.020000000000000018,1_상위권 유지(Top 15%)
ID02942,78.4,13.2,2.81,6.1,7,3.47,0.6600000000000001,2_성적 0.5이상 상승
ID02944,88.5,14.0,2.35,6.9,8,3.4,1.0499999999999998,2_성적 0.5이상 상승
ID02945,75.2,4.2,3.93,5.2,9,3.95,0.020000000000000018,1_상위권 유지(Top 15%)
ID02946,100.0,4.7,3.85,8.4,9,3.97,0.1200000000000001,1_상위권 유지(Top 15%)
ID02949,61.7,2.8,3.85,6.1,10,3.94,0.08999999999999986,1_상위권 유지(Top 15%)
ID02950,100.0,9.0,3.32,7.9,9,3.89,0.5700000000000003,2_성적 0.5이상 상승
ID02955,57.0,0.6,2.84,6.9,3,2.22,-0.6199999999999997,3_성적 0.5이하 하락
ID02963,86.1,3.3,3.82,5.4,6,4.0,0.18000000000000016,1_상위권 유지(Top 15%)
ID02966,88.2,6.7,2.82,8.5,8,3.34,0.52,2_성적 0.5이상 상승
ID02968,98.0,11.1,3.21,6.6,6,3.99,0.7800000000000002,2_성적 0.5이상 상승
ID02982,100.0,4.9,3.75,7.0,5,4.0,0.25,1_상위권 유지(Top 15%)
ID02984,97.3,3.1,3.36,6.1,9,3.86,0.5,2_성적 0.5이상 상승
ID02985,100.0,6.2,3.15,6.0,7,3.81,0.6600000000000001,2_성적 0.5이상 상승
ID02989,76.7,3.6,4.0,4.0,10,3.93,-0.06999999999999984,1_상위권 유지(Top 15%)
ID02991,91.5,6.0,3.83,6.5,11,4.0,0.16999999999999993,1_상위권 유지(Top 15%)
ID02994,85.3,2.8,3.82,7.0,8,4.0,0.18000000000000016,1_상위권 유지(Top 15%)
ID02998,86.6,6.5,3.23,5.2,8,3.75,0.52,2_성적 0.5이상 상승
ID03003,86.1,11.8,2.85,6.4,7,3.54,0.69,2_성적 0.5이상 상승
ID03008,81.8,5.4,2.38,7.3,7,2.97,0.5900000000000003,2_성적 0.5이상 상승
ID03024,68.1,6.4,3.77,7.7,6,3.96,0.18999999999999995,1_상위권 유지(Top 15%)
ID03025,84.0,5.6,2.72,7.2,12,3.32,0.5999999999999996,2_성적 0.5이상 상승
ID03030,82.1,5.6,3.81,7.0,9,4.0,0.18999999999999995,1_상위권 유지(Top 15%)
ID03031,91.1,2.6,3.72,5.6,10,3.93,0.20999999999999996,1_상위권 유지(Top 15%)
ID03035,82.1,5.0,3.76,7.8,8,4.0,0.2400000000000002,1_상위권 유지(Top 15%)
ID03038,75.6,1.9,3.78,6.5,5,3.88,0.10000000000000009,1_상위권 유지(Top 15%)
ID03041,80.0,3.9,4.0,6.2,8,4.0,0.0,1_상위권 유지(Top 15%)
ID03058,100.0,7.0,2.95,7.2,11,3.51,0.5599999999999996,2_성적 0.5이상 상승
ID03059,94.5,4.6,4.0,7.3,10,4.0,0.0,1_상위권 유지(Top 15%)
ID03072,74.2,4.3,3.76,7.4,12,3.88,0.1200000000000001,1_상위권 유지(Top 15%)
ID03081,87.0,12.4,2.36,6.4,7,2.96,0.6000000000000001,2_성적 0.5이상 상승
ID03084,86.1,1.0,3.71,7.2,11,4.0,0.29000000000000004,1_상위권 유지(Top 15%)
ID03086,89.5,3.4,3.88,8.7,6,4.0,0.1200000000000001,1_상위권 유지(Top 15%)
ID03089,77.6,6.1,4.0,8.6,15,4.0,0.0,1_상위권 유지(Top 15%)
ID03101,96.8,4.1,2.3,6.5,5,2.84,0.54,2_성적 0.5이상 상승
