ID,Gender,Age,Major,Sleep,Study,Social_Hours,Attendance,Lifestyle_Cluster,P_CGPA,F_CGPA,CGPA_Diff
ID01186,Female,22,Psychology,7.8,3.6,7,81.2,Type_A,3.22,3.72,0.5
ID01187,Female,21,Mathematics,6.7,5.2,7,59.4,Type_C,3.43,3.32,-0.11000000000000032
ID01188,Male,24,Computer Science,7.7,3.2,9,83.8,Type_A,3.13,3.51,0.3799999999999999
ID01189,Male,21,Computer Science,8.6,7.7,6,97.4,Type_A,3.06,3.58,0.52
ID01190,Female,18,Computer Science,7.8,3.3,11,99.2,Type_A,2.7,2.9,0.19999999999999973
ID01191,Male,18,Business,5.1,6.6,8,92.6,Type_B,3.43,3.62,0.18999999999999995
ID01192,Female,18,Mathematics,6.3,4.1,14,76.9,Type_C,3.94,3.89,-0.04999999999999982
ID01193,Male,20,Computer Science,8.0,4.9,6,55.3,Type_C,1.99,1.9,-0.09000000000000008
ID01194,Female,18,Psychology,4.0,10.3,5,77.6,Type_B,3.06,3.36,0.2999999999999998
ID01195,Male,22,Business,7.5,2.9,7,80.4,Type_A,2.61,2.85,0.2400000000000002
ID01196,Female,21,Psychology,7.4,6.3,6,80.3,Type_A,2.35,2.71,0.3599999999999999
ID01197,Female,22,Mathematics,10.0,9.0,10,94.3,Type_A,2.54,3.16,0.6200000000000001
ID01198,Female,23,Engineering,7.6,6.2,5,100.0,Type_A,3.29,3.73,0.43999999999999995
ID01199,Female,18,Psychology,6.8,7.9,7,86.9,Type_B,3.3,3.89,0.5900000000000003
ID01200,Male,24,Engineering,8.7,4.4,12,81.7,Type_C,3.83,3.91,0.08000000000000007
ID01201,Female,20,Business,6.5,6.0,6,81.1,Type_B,3.1,3.52,0.41999999999999993
ID01202,Male,23,Psychology,7.1,7.0,2,86.9,Type_A,2.22,2.53,0.3099999999999996
ID01203,Male,24,Psychology,7.1,4.0,6,72.6,Type_C,2.98,3.14,0.16000000000000014
ID01204,Male,20,Economics,7.9,13.6,4,86.8,Type_B,2.41,3.14,0.73
ID01205,Male,23,Business,5.6,2.3,7,91.8,Type_B,2.5,2.53,0.029999999999999805
ID01206,Female,21,Business,8.3,2.1,11,88.1,Type_A,3.39,3.72,0.33000000000000007
ID01207,Female,22,Computer Science,6.2,9.7,5,91.9,Type_B,3.2,3.64,0.43999999999999995
ID01208,Male,19,Mathematics,10.0,8.8,7,91.5,Type_A,3.39,3.76,0.36999999999999966
ID01209,Male,22,Psychology,4.7,2.6,6,58.4,Type_C,2.92,2.4,-0.52
ID01210,Female,18,Psychology,5.9,7.9,4,94.6,Type_B,3.5,4.0,0.5
ID01211,Male,24,Business,4.0,5.3,9,74.9,Type_B,2.89,2.99,0.10000000000000009
ID01212,Male,19,Business,10.0,4.1,8,68.6,Type_C,3.66,3.8,0.13999999999999968
ID01213,Male,20,Mathematics,5.2,2.5,11,68.4,Type_C,3.27,3.22,-0.04999999999999982
ID01214,Female,21,Business,8.1,3.8,6,91.5,Type_A,3.0,3.13,0.1299999999999999
ID01215,Female,21,Engineering,8.1,2.2,13,81.7,Type_C,3.21,3.24,0.03000000000000025
ID01216,Male,20,Engineering,5.6,3.4,10,59.8,Type_C,3.09,2.81,-0.2799999999999998
ID01217,Male,18,Economics,8.2,2.2,7,92.2,Type_A,3.9,4.0,0.10000000000000009
ID01218,Female,20,Engineering,5.4,1.6,7,63.4,Type_C,3.22,3.21,-0.010000000000000231
ID01219,Female,23,Engineering,5.8,8.0,5,87.1,Type_B,3.1,3.66,0.56
ID01220,Male,24,Mathematics,4.7,3.6,6,88.6,Type_B,2.98,3.33,0.3500000000000001
ID01221,Female,24,Psychology,8.0,5.0,6,98.3,Type_A,3.52,3.98,0.45999999999999996
ID01222,Male,18,Engineering,4.1,2.8,12,100.0,Type_B,3.45,3.73,0.2799999999999998
ID01223,Male,19,Economics,7.6,3.5,11,64.5,Type_C,2.96,2.83,-0.1299999999999999
ID01224,Female,20,Business,6.8,2.1,8,84.2,Type_A,2.52,2.71,0.18999999999999995
ID01225,Male,18,Engineering,9.6,9.7,10,80.9,Type_A,2.65,3.17,0.52
ID01226,Female,24,Economics,7.0,0.8,10,91.5,Type_A,3.01,3.27,0.26000000000000023
ID01227,Male,19,Mathematics,8.3,6.7,5,88.2,Type_A,3.77,4.0,0.22999999999999998
ID01228,Male,20,Business,7.8,2.8,10,79.7,Type_C,2.97,2.91,-0.06000000000000005
ID01229,Female,21,Economics,6.8,2.1,5,78.4,Type_A,2.8,2.78,-0.020000000000000018
ID01230,Male,20,Engineering,8.7,1.5,9,68.3,Type_C,2.22,2.0,-0.2200000000000002
ID01231,Female,22,Psychology,7.6,4.4,7,99.8,Type_A,3.86,4.0,0.14000000000000012
ID01232,Male,20,Business,8.3,6.2,8,91.9,Type_A,3.38,3.93,0.5500000000000003
ID01233,Male,22,Business,5.6,5.9,8,98.8,Type_B,3.5,4.0,0.5
ID01234,Male,19,Psychology,7.8,3.1,7,80.3,Type_A,3.58,3.7,0.1200000000000001
ID01235,Female,20,Business,8.2,3.5,15,75.1,Type_C,3.02,2.96,-0.06000000000000005
ID01236,Male,19,Engineering,5.4,2.1,12,68.8,Type_C,3.14,3.08,-0.06000000000000005
ID01237,Female,19,Business,6.9,2.3,11,90.4,Type_B,3.84,4.0,0.16000000000000014
ID01238,Male,24,Engineering,4.4,8.0,9,69.4,Type_B,3.19,3.28,0.08999999999999986
ID01239,Female,18,Psychology,4.6,1.1,5,100.0,Type_B,3.39,3.62,0.22999999999999998
ID01240,Male,19,Computer Science,6.9,1.0,10,65.4,Type_C,3.54,3.49,-0.04999999999999982
ID01241,Female,19,Psychology,9.7,2.6,7,89.1,Type_A,3.42,3.5,0.08000000000000007
ID01242,Female,24,Engineering,9.8,9.6,2,100.0,Type_A,3.04,3.61,0.5699999999999998
ID01243,Female,24,Mathematics,6.5,4.1,11,94.0,Type_B,3.08,3.34,0.2599999999999998
ID01244,Female,20,Psychology,5.6,13.7,8,87.6,Type_B,3.49,4.0,0.5099999999999998
ID01245,Female,24,Mathematics,8.4,3.3,4,70.5,Type_C,3.49,3.51,0.019999999999999574
ID01246,Female,20,Mathematics,4.0,6.0,11,64.3,Type_B,3.68,3.65,-0.03000000000000025
ID01247,Male,21,Engineering,6.4,7.4,10,96.6,Type_B,3.38,3.81,0.43000000000000016
ID01248,Male,24,Engineering,5.9,12.3,7,100.0,Type_B,3.4,4.0,0.6000000000000001
ID01249,Female,18,Computer Science,6.9,2.7,11,78.4,Type_C,2.88,2.87,-0.009999999999999787
ID01250,Female,19,Economics,9.1,4.0,4,67.9,Type_C,2.81,2.62,-0.18999999999999995
ID01251,Female,18,Business,4.0,3.6,7,48.1,Type_C,3.49,3.14,-0.3500000000000001
ID01252,Male,22,Psychology,7.5,6.3,12,70.3,Type_C,2.81,3.04,0.22999999999999998
ID01253,Male,24,Engineering,7.5,9.1,5,83.3,Type_A,3.09,3.69,0.6000000000000001
ID01254,Male,19,Psychology,6.9,9.0,8,100.0,Type_B,3.79,4.0,0.20999999999999996
ID01255,Female,18,Economics,7.4,2.7,10,95.1,Type_A,3.71,3.94,0.22999999999999998
ID01256,Male,24,Economics,7.8,2.3,8,89.6,Type_A,3.25,3.67,0.41999999999999993
ID01257,Male,24,Mathematics,7.2,5.9,4,79.0,Type_A,2.95,2.99,0.040000000000000036
ID01258,Male,21,Business,4.0,1.9,3,76.3,Type_B,3.04,2.8,-0.2400000000000002
ID01259,Male,21,Computer Science,5.7,6.4,8,100.0,Type_B,3.53,4.0,0.4700000000000002
ID01260,Female,19,Psychology,9.4,4.0,13,88.0,Type_A,3.08,3.15,0.06999999999999984
ID01261,Male,22,Business,5.2,8.2,10,53.5,Type_C,2.82,2.87,0.050000000000000266
ID01262,Female,21,Computer Science,7.1,7.5,12,74.9,Type_C,3.71,3.99,0.28000000000000025
ID01263,Male,21,Psychology,5.9,4.4,2,72.1,Type_C,3.19,3.28,0.08999999999999986
ID01264,Male,22,Business,7.9,1.8,8,76.8,Type_C,2.81,2.78,-0.03000000000000025
ID01265,Male,18,Engineering,6.7,1.9,6,93.4,Type_A,3.34,3.7,0.3600000000000003
ID01266,Male,21,Psychology,8.0,4.2,6,83.4,Type_A,3.59,3.92,0.33000000000000007
ID01267,Male,20,Business,7.6,5.3,6,83.8,Type_A,2.6,3.05,0.44999999999999973
ID01268,Male,23,Economics,6.4,3.3,9,100.0,Type_B,3.0,3.38,0.3799999999999999
ID01269,Female,23,Computer Science,4.0,2.2,6,74.6,Type_B,2.98,3.0,0.020000000000000018
ID01270,Male,21,Business,5.7,3.4,5,100.0,Type_B,3.33,3.36,0.029999999999999805
ID01271,Female,18,Engineering,5.2,8.3,7,74.9,Type_B,3.42,3.43,0.010000000000000231
ID01272,Female,24,Psychology,5.2,3.4,8,86.3,Type_B,2.82,3.12,0.30000000000000027
ID01273,Female,18,Psychology,7.8,2.7,10,80.8,Type_C,2.35,2.57,0.21999999999999975
ID01274,Male,19,Psychology,10.0,1.8,5,86.9,Type_A,3.62,3.83,0.20999999999999996
ID01275,Male,20,Engineering,4.0,3.9,6,91.7,Type_B,2.54,2.68,0.14000000000000012
ID01276,Male,18,Computer Science,4.7,7.5,9,91.5,Type_B,3.24,3.72,0.48
ID01277,Male,22,Psychology,7.3,7.8,9,73.7,Type_C,3.03,3.26,0.22999999999999998
ID01278,Female,20,Computer Science,6.6,2.4,5,68.2,Type_C,3.18,3.0,-0.18000000000000016
ID01279,Male,23,Business,7.7,4.4,8,100.0,Type_A,3.93,4.0,0.06999999999999984
ID01280,Male,20,Economics,6.9,2.5,12,77.7,Type_C,4.0,4.0,0.0
ID01281,Female,22,Economics,9.0,3.2,5,95.5,Type_A,2.28,2.6,0.3200000000000003
ID01282,Female,21,Computer Science,7.9,3.8,8,60.9,Type_C,3.59,3.71,0.1200000000000001
ID01283,Female,22,Computer Science,8.3,2.9,11,80.8,Type_C,3.02,3.02,0.0
ID01284,Male,22,Economics,8.5,0.3,7,83.1,Type_A,3.62,3.69,0.06999999999999984
ID01285,Male,21,Psychology,5.2,9.7,7,92.1,Type_B,3.58,4.0,0.41999999999999993
ID01286,Male,21,Mathematics,7.9,2.7,6,44.2,Type_C,3.8,3.37,-0.4299999999999997
ID01287,Male,21,Mathematics,8.0,2.6,11,87.5,Type_A,3.24,3.57,0.3299999999999996
ID01288,Male,21,Engineering,6.5,2.4,9,67.8,Type_C,2.66,2.8,0.13999999999999968
ID01289,Male,21,Economics,6.5,1.4,6,89.9,Type_A,3.56,3.88,0.31999999999999984
ID01290,Male,22,Economics,6.5,9.9,10,69.5,Type_C,3.16,3.52,0.3599999999999999
ID01291,Male,19,Engineering,5.7,4.0,7,72.2,Type_C,2.98,2.85,-0.1299999999999999
ID01292,Male,19,Mathematics,4.9,5.4,8,80.9,Type_B,2.86,3.23,0.3700000000000001
ID01293,Female,18,Business,10.0,5.0,9,69.2,Type_C,3.6,3.69,0.08999999999999986
ID01294,Female,19,Psychology,8.6,2.9,10,77.9,Type_C,3.9,3.85,-0.04999999999999982
ID01295,Female,23,Psychology,7.0,4.0,8,67.1,Type_C,2.5,2.65,0.1499999999999999
ID01296,Male,19,Business,4.8,6.1,10,57.5,Type_C,3.41,3.08,-0.33000000000000007
ID01297,Male,22,Business,7.8,1.5,11,100.0,Type_A,2.91,3.14,0.22999999999999998
ID01298,Male,21,Mathematics,6.5,3.2,8,65.6,Type_C,2.37,2.4,0.029999999999999805
ID01299,Female,21,Engineering,6.8,3.5,7,82.3,Type_A,3.17,3.33,0.16000000000000014
ID01300,Female,24,Business,10.0,2.8,9,96.3,Type_A,2.68,2.74,0.06000000000000005
ID01301,Male,24,Engineering,9.8,2.8,7,75.8,Type_A,2.31,2.12,-0.18999999999999995
ID01302,Female,24,Computer Science,4.0,4.5,8,72.6,Type_B,2.71,2.5,-0.20999999999999996
ID01303,Male,22,Psychology,7.5,8.5,7,88.4,Type_B,2.59,3.06,0.4700000000000002
ID01304,Male,23,Mathematics,7.2,5.2,10,100.0,Type_B,2.78,3.2,0.4200000000000004
ID01305,Female,19,Psychology,7.5,2.3,7,67.5,Type_C,2.44,2.42,-0.020000000000000018
ID01306,Female,22,Mathematics,6.2,14.0,9,82.7,Type_B,2.9,3.65,0.75
ID01307,Female,18,Computer Science,7.0,8.6,7,59.0,Type_C,2.74,2.9,0.1599999999999997
ID01308,Female,21,Psychology,5.4,3.0,6,79.1,Type_B,3.29,3.18,-0.10999999999999988
ID01309,Male,24,Computer Science,8.6,8.6,3,85.5,Type_A,3.4,3.93,0.5300000000000002
ID01310,Female,20,Mathematics,8.5,4.5,8,72.2,Type_C,3.23,3.02,-0.20999999999999996
ID01311,Male,18,Business,9.5,1.8,7,78.1,Type_A,2.98,2.78,-0.20000000000000018
ID01312,Female,24,Psychology,5.8,8.0,12,63.9,Type_C,2.97,3.14,0.16999999999999993
ID01313,Male,23,Computer Science,7.4,2.3,9,86.2,Type_A,2.68,2.87,0.18999999999999995
ID01314,Female,18,Economics,10.0,5.4,7,100.0,Type_A,2.69,2.88,0.18999999999999995
ID01315,Male,22,Psychology,6.0,4.4,13,68.5,Type_C,3.45,3.4,-0.050000000000000266
ID01316,Female,19,Psychology,5.5,5.6,6,75.7,Type_B,2.22,2.24,0.020000000000000018
ID01317,Male,21,Psychology,7.5,10.3,7,92.5,Type_B,3.06,3.55,0.48999999999999977
ID01318,Female,23,Engineering,8.7,3.9,6,100.0,Type_A,2.94,3.08,0.14000000000000012
ID01319,Male,23,Computer Science,6.0,1.8,3,62.6,Type_C,3.4,3.43,0.03000000000000025
ID01320,Male,20,Computer Science,9.9,2.6,9,82.5,Type_A,2.39,2.46,0.06999999999999984
ID01321,Male,18,Psychology,5.6,1.7,7,89.2,Type_B,3.11,3.09,-0.020000000000000018
ID01322,Male,20,Business,8.0,1.3,7,83.5,Type_A,3.27,3.32,0.04999999999999982
ID01323,Female,19,Psychology,6.0,7.5,7,47.8,Type_C,2.15,2.27,0.1200000000000001
ID01324,Male,24,Engineering,6.3,4.3,9,92.5,Type_B,2.56,2.76,0.19999999999999973
ID01325,Female,19,Mathematics,8.2,3.7,4,100.0,Type_A,3.05,3.26,0.20999999999999996
ID01326,Male,24,Engineering,6.7,3.0,12,86.7,Type_B,3.36,3.66,0.30000000000000027
ID01327,Male,20,Business,4.7,6.5,11,69.5,Type_B,3.19,3.45,0.26000000000000023
ID01328,Female,21,Psychology,5.8,9.2,9,77.3,Type_B,3.38,3.75,0.3700000000000001
ID01329,Female,19,Computer Science,8.1,2.3,6,100.0,Type_A,2.56,2.62,0.06000000000000005
ID01330,Male,20,Economics,7.6,5.2,3,98.6,Type_A,2.31,2.55,0.23999999999999977
ID01331,Female,18,Psychology,8.1,7.2,10,94.6,Type_A,3.14,3.53,0.3899999999999997
ID01332,Female,20,Business,6.1,4.6,9,90.3,Type_B,2.49,2.71,0.21999999999999975
ID01333,Male,20,Computer Science,5.4,6.2,3,75.1,Type_B,2.67,2.88,0.20999999999999996
ID01334,Female,22,Engineering,5.8,1.8,4,82.0,Type_A,3.57,3.79,0.2200000000000002
ID01335,Female,19,Mathematics,5.9,9.3,4,83.8,Type_B,3.19,3.88,0.69
ID01336,Female,21,Mathematics,6.9,6.5,11,93.2,Type_B,2.82,3.32,0.5
ID01337,Male,21,Psychology,5.2,5.6,9,100.0,Type_B,2.75,3.03,0.2799999999999998
ID01338,Female,22,Engineering,8.6,6.9,4,100.0,Type_A,3.41,3.81,0.3999999999999999
ID01339,Male,24,Economics,7.8,3.3,14,63.7,Type_C,3.21,3.09,-0.1200000000000001
ID01340,Male,23,Economics,5.7,2.0,7,88.4,Type_B,2.49,2.63,0.13999999999999968
ID01341,Male,24,Business,6.7,1.7,11,96.1,Type_B,2.13,2.56,0.43000000000000016
ID01342,Male,21,Mathematics,5.7,1.5,7,94.3,Type_B,4.0,4.0,0.0
ID01343,Female,20,Engineering,6.8,5.2,7,75.6,Type_C,2.49,2.42,-0.07000000000000028
ID01344,Female,22,Psychology,5.7,3.1,15,100.0,Type_B,3.36,3.66,0.30000000000000027
ID01345,Female,18,Computer Science,10.0,9.0,7,65.8,Type_C,3.86,3.9,0.040000000000000036
ID01346,Male,19,Psychology,4.6,8.0,7,68.8,Type_B,3.17,3.28,0.10999999999999988
ID01347,Male,19,Psychology,5.1,6.5,10,88.5,Type_B,2.8,3.29,0.4900000000000002
ID01348,Male,19,Engineering,6.6,5.7,8,100.0,Type_B,2.39,2.68,0.29000000000000004
ID01349,Female,20,Mathematics,7.1,2.6,6,72.5,Type_C,2.38,2.28,-0.10000000000000009
ID01350,Male,18,Engineering,7.2,2.9,5,81.0,Type_A,3.29,3.46,0.16999999999999993
ID01351,Female,22,Computer Science,8.4,2.5,10,100.0,Type_A,3.83,4.0,0.16999999999999993
ID01352,Female,22,Engineering,7.7,2.0,9,84.7,Type_A,2.9,3.01,0.10999999999999988
ID01353,Male,19,Business,5.6,3.7,8,80.0,Type_B,2.82,3.07,0.25
ID01354,Female,18,Psychology,8.6,7.1,12,93.5,Type_A,3.45,3.77,0.31999999999999984
ID01355,Male,18,Mathematics,7.9,3.6,10,89.1,Type_A,2.76,3.09,0.33000000000000007
ID01356,Female,18,Economics,9.1,2.5,7,100.0,Type_A,3.24,3.28,0.03999999999999959
ID01357,Female,21,Computer Science,7.1,3.6,8,100.0,Type_A,3.12,3.55,0.4299999999999997
ID01358,Male,21,Economics,8.6,4.4,6,89.6,Type_A,2.9,3.23,0.33000000000000007
ID01359,Male,19,Psychology,4.0,2.9,7,89.4,Type_B,3.09,3.1,0.010000000000000231
ID01360,Female,18,Engineering,6.3,3.8,7,88.2,Type_B,3.98,4.0,0.020000000000000018
ID01361,Female,23,Economics,5.6,14.0,6,92.3,Type_B,3.4,4.0,0.6000000000000001
ID01362,Male,18,Business,8.1,1.5,4,85.8,Type_A,3.65,3.69,0.040000000000000036
ID01363,Female,22,Engineering,5.9,0.8,3,85.0,Type_A,2.64,2.65,0.009999999999999787
ID01364,Female,22,Psychology,8.5,4.2,5,100.0,Type_A,3.65,3.91,0.26000000000000023
ID01365,Female,19,Economics,8.2,5.1,7,100.0,Type_A,3.42,3.77,0.3500000000000001
ID01366,Male,23,Computer Science,6.1,3.6,15,62.4,Type_C,2.35,2.3,-0.050000000000000266
ID01367,Female,18,Economics,7.4,2.1,9,85.2,Type_A,3.37,3.74,0.3700000000000001
ID01368,Female,24,Economics,6.7,8.9,8,74.7,Type_B,2.84,2.97,0.13000000000000034
ID01369,Male,23,Mathematics,7.2,4.1,6,80.3,Type_A,2.33,2.64,0.31000000000000005
ID01370,Male,19,Economics,8.1,4.4,10,91.0,Type_A,3.16,3.45,0.29000000000000004
ID01371,Female,22,Psychology,6.5,6.4,10,95.0,Type_B,3.37,3.96,0.5899999999999999
ID01372,Male,24,Computer Science,4.5,3.6,8,83.3,Type_B,3.18,3.56,0.3799999999999999
ID01373,Female,22,Psychology,7.9,3.4,6,56.3,Type_C,3.05,2.67,-0.3799999999999999
ID01374,Male,21,Business,8.6,8.9,5,70.5,Type_C,2.93,3.02,0.08999999999999986
ID01375,Male,19,Engineering,4.5,1.2,12,98.4,Type_B,4.0,4.0,0.0
ID01376,Female,19,Economics,6.9,4.9,6,43.9,Type_C,2.51,2.28,-0.22999999999999998
ID01377,Male,18,Mathematics,5.6,4.6,9,100.0,Type_B,3.54,3.96,0.41999999999999993
ID01378,Male,18,Computer Science,8.7,3.1,4,92.8,Type_A,3.11,3.12,0.010000000000000231
ID01379,Male,21,Mathematics,8.8,3.6,10,100.0,Type_A,2.67,2.97,0.30000000000000027
ID01380,Female,24,Mathematics,5.8,8.5,6,82.0,Type_B,3.08,3.44,0.3599999999999999
ID01381,Male,20,Mathematics,5.0,2.3,7,54.1,Type_C,2.4,2.12,-0.2799999999999998
ID01382,Male,23,Economics,7.4,6.2,9,91.5,Type_B,2.8,3.19,0.3900000000000001
ID01383,Female,20,Computer Science,5.3,4.0,1,100.0,Type_B,3.08,3.35,0.27
ID01384,Male,20,Computer Science,8.3,5.8,4,98.9,Type_A,2.32,2.59,0.27
ID01385,Female,19,Mathematics,6.8,5.1,10,75.1,Type_C,3.35,3.43,0.08000000000000007
ID01386,Male,23,Engineering,9.4,0.8,9,86.3,Type_A,2.62,2.72,0.10000000000000009
ID01387,Female,19,Economics,9.5,2.3,14,77.0,Type_C,2.37,2.33,-0.040000000000000036
ID01388,Male,23,Economics,9.3,2.5,7,72.7,Type_C,2.56,2.28,-0.28000000000000025
ID01389,Female,22,Psychology,7.6,2.1,15,99.3,Type_B,4.0,4.0,0.0
ID01390,Male,19,Economics,5.6,2.8,4,67.0,Type_C,2.11,2.06,-0.04999999999999982
ID01391,Male,19,Mathematics,4.8,4.4,10,71.6,Type_B,3.32,3.33,0.010000000000000231
ID01392,Male,19,Business,7.9,6.8,11,68.4,Type_C,2.72,3.02,0.2999999999999998
ID01393,Male,24,Mathematics,8.0,1.7,12,62.6,Type_C,2.92,3.01,0.08999999999999986
ID01394,Male,21,Computer Science,7.4,4.1,16,87.2,Type_B,3.4,3.29,-0.10999999999999988
ID01395,Male,19,Economics,5.0,4.8,6,100.0,Type_B,3.38,3.76,0.3799999999999999
ID01396,Female,18,Economics,5.8,7.5,9,82.2,Type_B,2.76,3.1,0.3400000000000003
ID01397,Male,18,Psychology,7.1,9.5,8,62.4,Type_C,2.42,2.74,0.3200000000000003
ID01398,Male,23,Business,6.1,3.5,15,97.6,Type_B,3.41,3.79,0.3799999999999999
ID01399,Female,22,Economics,5.8,2.1,6,100.0,Type_B,3.38,3.4,0.020000000000000018
ID01400,Female,21,Psychology,5.6,4.9,10,75.3,Type_B,2.96,2.89,-0.06999999999999984
ID01401,Male,24,Psychology,6.8,2.2,5,77.8,Type_C,3.32,3.47,0.15000000000000036
ID01402,Male,23,Business,6.7,4.7,8,92.7,Type_B,2.88,3.12,0.2400000000000002
ID01403,Male,18,Mathematics,5.8,2.5,8,100.0,Type_B,2.69,2.7,0.010000000000000231
ID01404,Female,21,Mathematics,7.0,5.4,12,77.2,Type_C,3.1,3.35,0.25
ID01405,Female,21,Mathematics,7.4,2.6,15,65.0,Type_C,3.36,3.31,-0.04999999999999982
ID01406,Male,22,Engineering,7.5,9.0,5,94.5,Type_A,3.25,3.92,0.6699999999999999
ID01407,Female,21,Mathematics,5.6,4.0,6,97.0,Type_B,3.35,3.52,0.16999999999999993
ID01408,Female,19,Business,6.5,1.3,8,85.1,Type_A,2.72,2.81,0.08999999999999986
ID01409,Female,21,Engineering,7.0,6.9,6,76.6,Type_C,3.89,3.97,0.08000000000000007
ID01410,Female,22,Mathematics,7.2,3.6,6,99.9,Type_A,2.93,3.14,0.20999999999999996
ID01411,Male,23,Engineering,5.0,5.6,6,92.9,Type_B,3.04,3.27,0.22999999999999998
ID01412,Male,22,Business,6.5,6.9,15,73.5,Type_C,2.44,2.52,0.08000000000000007
ID01413,Male,24,Mathematics,7.9,4.2,5,85.7,Type_A,3.0,3.49,0.4900000000000002
ID01414,Male,22,Computer Science,6.1,1.6,1,64.7,Type_C,3.37,3.31,-0.06000000000000005
ID01415,Male,18,Economics,7.5,4.4,10,95.3,Type_A,3.48,3.77,0.29000000000000004
ID01416,Female,19,Business,7.0,8.3,7,81.1,Type_B,3.88,4.0,0.1200000000000001
ID01417,Male,18,Psychology,6.3,3.8,7,78.5,Type_C,3.36,3.58,0.2200000000000002
ID01418,Male,23,Psychology,8.9,5.1,8,84.5,Type_A,3.24,3.42,0.17999999999999972
ID01419,Male,20,Business,6.5,2.3,9,85.6,Type_B,2.88,3.3,0.41999999999999993
ID01420,Female,23,Psychology,6.7,1.4,7,98.4,Type_A,2.77,3.08,0.31000000000000005
ID01421,Male,19,Business,6.3,3.6,12,93.9,Type_B,3.59,3.97,0.38000000000000034
ID01422,Male,21,Computer Science,9.2,4.1,11,82.7,Type_A,3.58,3.88,0.2999999999999998
ID01423,Male,22,Business,9.1,7.4,8,96.5,Type_A,2.56,2.95,0.3900000000000001
ID01424,Male,20,Mathematics,8.7,4.2,7,91.0,Type_A,3.46,3.7,0.2400000000000002
ID01425,Female,19,Mathematics,8.3,7.1,7,78.6,Type_A,3.43,3.65,0.21999999999999975
ID01426,Female,18,Engineering,5.7,3.0,8,83.1,Type_B,2.54,2.86,0.31999999999999984
ID01427,Male,22,Psychology,6.3,1.5,9,82.8,Type_C,3.37,3.62,0.25
ID01428,Female,23,Economics,5.8,5.3,12,92.6,Type_B,2.58,3.0,0.41999999999999993
ID01429,Female,18,Psychology,8.5,8.8,5,79.5,Type_A,1.89,2.2,0.3100000000000003
ID01430,Female,19,Business,10.0,2.8,7,79.1,Type_A,3.02,2.84,-0.18000000000000016
ID01431,Male,19,Economics,8.0,5.7,6,100.0,Type_A,3.23,3.71,0.48
ID01432,Male,23,Economics,9.5,5.9,6,99.1,Type_A,3.04,3.36,0.31999999999999984
ID01433,Male,20,Psychology,7.7,1.4,2,73.6,Type_A,4.0,3.76,-0.2400000000000002
ID01434,Female,23,Economics,7.5,3.5,6,93.6,Type_A,3.29,3.67,0.3799999999999999
ID01435,Male,21,Economics,6.1,6.0,7,86.8,Type_B,3.17,3.65,0.48
ID01436,Male,18,Mathematics,7.9,4.9,4,90.9,Type_A,3.31,3.55,0.23999999999999977
ID01437,Male,20,Computer Science,8.4,6.0,2,87.1,Type_A,2.88,3.06,0.18000000000000016
ID01438,Female,22,Business,8.6,5.5,4,100.0,Type_A,3.56,3.78,0.21999999999999975
ID01439,Male,24,Psychology,7.2,3.8,5,90.2,Type_A,3.28,3.75,0.4700000000000002
ID01440,Female,21,Mathematics,7.3,4.1,2,84.1,Type_A,3.26,3.44,0.18000000000000016
ID01441,Female,20,Engineering,6.9,7.3,9,100.0,Type_B,2.79,3.29,0.5
ID01442,Male,24,Economics,6.2,4.4,10,88.5,Type_B,2.32,2.56,0.2400000000000002
ID01443,Female,24,Economics,8.3,2.5,6,86.8,Type_A,2.85,2.93,0.08000000000000007
ID01444,Male,18,Psychology,4.2,3.6,9,89.7,Type_B,3.24,3.58,0.33999999999999986
ID01445,Female,19,Computer Science,4.5,5.1,10,83.6,Type_B,2.88,3.33,0.4500000000000002
ID01446,Male,22,Computer Science,6.2,7.0,7,85.1,Type_B,3.25,3.78,0.5299999999999998
ID01447,Female,23,Psychology,5.1,1.4,7,76.2,Type_C,2.98,2.95,-0.029999999999999805
ID01448,Female,18,Psychology,8.6,3.4,8,73.7,Type_C,3.32,3.38,0.06000000000000005
ID01449,Female,21,Mathematics,6.3,6.7,5,70.0,Type_C,2.61,2.68,0.07000000000000028
ID01450,Female,24,Psychology,8.3,2.3,6,64.1,Type_C,3.2,3.12,-0.08000000000000007
ID01451,Male,21,Engineering,9.0,2.3,5,71.8,Type_A,2.78,2.76,-0.020000000000000018
ID01452,Female,24,Mathematics,7.1,4.0,7,82.4,Type_A,2.33,2.7,0.3700000000000001
ID01453,Female,19,Economics,7.5,1.3,10,86.5,Type_A,3.02,3.36,0.33999999999999986
ID01454,Female,19,Economics,8.8,10.2,6,80.9,Type_A,3.87,4.0,0.1299999999999999
ID01455,Male,22,Economics,8.5,5.1,7,49.7,Type_C,2.37,1.99,-0.3800000000000001
ID01456,Female,23,Economics,4.0,5.7,8,100.0,Type_B,3.16,3.57,0.4099999999999997
ID01457,Female,22,Business,6.4,7.6,7,100.0,Type_B,3.5,4.0,0.5
ID01458,Female,19,Engineering,7.8,13.4,5,91.7,Type_B,4.0,4.0,0.0
ID01459,Male,19,Mathematics,7.3,3.8,8,100.0,Type_A,2.85,3.03,0.17999999999999972
ID01460,Female,21,Mathematics,5.5,1.4,8,70.3,Type_C,2.78,2.45,-0.3299999999999996
